# Logfile created on 2019-11-18 01:33:47 +0000 by logger.rb/66358
[2019-11-18T01:33:48+00:00] INFO: Started chef-zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2019-11-18T01:33:48+00:00] INFO: *** Chef 14.13.11 ***
[2019-11-18T01:33:48+00:00] INFO: Platform: x86_64-linux
[2019-11-18T01:33:48+00:00] INFO: Chef-client pid: 25
[2019-11-18T01:33:48+00:00] INFO: The plugin path /etc/chef/ohai/plugins does not exist. Skipping...
[2019-11-18T01:33:48+00:00] WARN: Plugin Network: unable to detect ipaddress
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] created file /opt/gitlab/etc/gitaly/env/HOME
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] updated file contents /opt/gitlab/etc/gitaly/env/HOME
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] created file /opt/gitlab/etc/gitaly/env/PATH
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] updated file contents /opt/gitlab/etc/gitaly/env/PATH
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] created file /opt/gitlab/etc/gitaly/env/TZ
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] updated file contents /opt/gitlab/etc/gitaly/env/TZ
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] created file /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] updated file contents /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] created file /opt/gitlab/etc/gitaly/env/ICU_DATA
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] updated file contents /opt/gitlab/etc/gitaly/env/ICU_DATA
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] created file /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] updated file contents /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] created file /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] updated file contents /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] created file /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2019-11-18T01:34:04+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] updated file contents /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly] created directory /opt/gitlab/sv/gitaly
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] created file /opt/gitlab/sv/gitaly/run
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] updated file contents /opt/gitlab/sv/gitaly/run
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] created directory /opt/gitlab/sv/gitaly/log
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] created directory /opt/gitlab/sv/gitaly/log/main
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] created file /opt/gitlab/sv/gitaly/log/run
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] updated file contents /opt/gitlab/sv/gitaly/log/run
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] created directory /opt/gitlab/sv/gitaly/env
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] created directory /opt/gitlab/sv/gitaly/control
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] owner changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] group changed to 0
[2019-11-18T01:34:04+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] mode changed to 755
[2019-11-18T01:34:04+00:00] INFO: link[/opt/gitlab/init/gitaly] created
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] sending run action to ruby_block[restart_service] (delayed)
[2019-11-18T01:34:04+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] sending create action to ruby_block[restart_log_service] (delayed)
[2019-11-18T01:34:04+00:00] INFO: link[/opt/gitlab/service/gitaly] created
